system,code,display,priority,evidence
http://www.nlm.nih.gov/research/umls/rxnorm,"541556","immunoglobulin G, human 50 MG/ML [Flebogamma]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"991217","immunoglobulin G, human 50 MG/ML [Gammaplex]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"565300","immunoglobulin G, human 50 MG/ML [Octagam]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809729","immunoglobulin G, human 5000 MG [Gammagard]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809219","immunoglobulin G, human 6000 MG [Carimune]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2655283","immunoglobulin G, human Injection [Bivigam]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2656869","immunoglobulin G, human Injection [Carimune]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2656739","immunoglobulin G, human Injection [Cuvitru]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2658536","immunoglobulin G, human Injection [Flebogamma]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2658728","immunoglobulin G, human Injection [Gammagard]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2654414","immunoglobulin G, human Injection [Gammaked]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2655472","immunoglobulin G, human Injection [Gammaplex]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2658537","immunoglobulin G, human Injection [Gamunex]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2654223","immunoglobulin G, human Injection [Hizentra]","target","confirmed"
